veri,sinif,akciger (gizli),kenar cerceve,akciger ustu,akciger alti,akcigerler arasi,yanlar,n,bos_cam,toplam,saldirgan_auc,tumor (gizli),tumor cevresi,beynin geri kalani,arka plan
covidqu,COVID-19,0.28906807302677584,0.26340380106722155,0.022063003359078487,0.07546844478984792,0.17766133797234826,0.17233534109254833,496,0,1.0000000013078205,0.9931821258920994,,,,
covidqu,Non-COVID,0.25556937726440576,0.26990123715215514,0.03116084115830639,0.05865620101391772,0.18424247860619167,0.20046986533166136,516,1,1.000000000526638,0.9931821258920994,,,,
covidqu,Normal,0.2861265054308489,0.26492216380038225,0.03893125886781013,0.04826162966414589,0.21618064786841878,0.1455777959753072,488,0,1.0000000016069133,0.9931821258920994,,,,
covidqu,hepsi,0.2766015531438986,0.2661303791843151,0.03068014489000805,0.060835201743852825,0.19246234574800655,0.17329037642672415,1500,1,1.0000000011368053,0.9931821258920994,,,,
brain,glioma,,,,,,,287,0,0.9999999951891794,0.9408173104136939,0.03076983487991994,0.09663672059619093,0.4283245645515387,0.44426887516152985
brain,meningioma,,,,,,,166,13,0.9999999942143536,0.9408173104136939,0.03303067305622629,0.1011518521308199,0.5131579729077084,0.35265949611959896
brain,pituitary,,,,,,,190,0,1.0000000019128876,0.9408173104136939,0.024145070180345916,0.1252736062203583,0.7195657086999793,0.13101561681220406
brain,hepsi,,,,,,,643,13,0.9999999969802209,0.9408173104136939,0.02932095067048471,0.10636977360157193,0.5367615944986779,0.32754767820948644
