veri,hedef,gorus,tohum,gizli_alan_ort,auc,ci95_alt,ci95_ust,n,sure_s,auc_Normal_vs_Non-COVID,auc_Normal_vs_COVID-19,auc_Non-COVID_vs_COVID-19
akciğer grafisi (COVID-QU-Ex),teşhis (3 sınıf),baglam,0,0.23520398139953613,0.9749755239453183,0.9682834750672863,0.9809541085792237,1000,28.919678000034764,0.9734887295081968,0.9859333333333332,0.9887606557377049
akciğer grafisi (COVID-QU-Ex),teşhis (3 sınıf),tam,0,0.0,0.9845588280590571,0.9797596429768556,0.9892388599744711,1000,27.850701300019864,0.9786475409836065,0.9929166666666667,0.9946054644808743
