veri,sinif,akciger (gizli),kenar cerceve,akciger ustu,akciger alti,akcigerler arasi,yanlar,tumor (gizli),tumor cevresi,beynin geri kalani,arka plan
covidqu,COVID-19,0.287464598208786,0.2629783800352485,0.021550784322889448,0.07470864643342305,0.17584839646118663,0.17744919409151114,,,,
covidqu,Non-COVID,0.2590450661073262,0.25739815718559333,0.029768067581399504,0.05981308402779671,0.19144781390674298,0.2005898233669153,,,,
covidqu,Normal,0.2834133933771585,0.26932816659329367,0.04036036436845592,0.04771549438409551,0.21262314152277884,0.1465594350764925,,,,
covidqu,hepsi,0.27637028719399437,0.2631245806018511,0.0304969131386412,0.060802800832506367,0.19317864645582936,0.17536010229603077,,,,
brain,glioma,,,,,,,0.03308330822675384,0.10395972722380757,0.4395544643589711,0.4234025021463321
brain,meningioma,,,,,,,0.031969601106193735,0.09883114833564284,0.48464314020182714,0.3002187620220055
brain,pituitary,,,,,,,0.02415949337086395,0.12382131250281082,0.7204005260216563,0.13161866492346713
brain,hepsi,,,,,,,0.03015889111224053,0.10850460608473335,0.5341819478828036,0.3053816157808849
