veri,yontem,model,tohum,auc,ci95_alt,ci95_ust,n,sifreli_deger,wd_lr,aktarim_hatasi,istemci_on_isleme_s,istemci_on_isleme_tek_cekirdek_s,egitim_s,maks_mutlak_logit_hatasi,argmax_uyumu,auc_farki_eslesme,ciphertext,sifreleme_s,sunucu_s,cozme_s,toplam_s,yukleme_MB,indirme_MB,uctan_uca_s
beyin MR (Cheng),"şifreli özet (ImageNet ResNet-18, 512)",D,0,0.9775299736625547,0.959405244379324,0.9888384982161386,542,512,1@0.001,5.297908973744825e-07,0.02595019992440939,0.07497069996315986,2.704095499939285,2.2473844369041984e-05,1.0,0.0,1,0.01085279998369515,1.3228735000593588,0.006284500006586313,1.3400108000496402,0.855944,1.379476,1.3659609999740496
beyin MR (Cheng),"şifreli özet (ImageNet ResNet-18, 512)",D2,0,0.9438048261956314,0.919929017390179,0.9644338585937163,542,512,0.0001@0.001,1.2095836305903163e-06,0.02595019992440939,0.07497069996315986,2.500474200001918,5.721827867777307e-05,1.0,0.0,1,0.014313100022263825,1.4428886999376118,0.002208300051279366,1.459410100011155,0.855087,0.786873,1.4853602999355644
