size,rho_hedef,rho,tekrar,sifreleme_s,sunucu_s,cozme_s,toplam_s,ciphertext_sayisi,sifreli_slot,yukleme_MB
64,0.25,0.25,1,0.00941699999384582,1.3797316000564024,0.01527990004979074,1.404428500100039,1,1024,
64,0.25,0.25,2,0.009498500032350421,1.3592380000045523,0.015455400105565786,1.3841919001424685,1,1024,
64,0.25,0.25,3,0.009506399976089597,1.321106299990788,0.019028900074772537,1.3496416000416502,1,1024,
64,0.25,0.25,4,0.009987900033593178,1.3364423000020906,0.015779900015331805,1.3622101000510156,1,1024,
64,0.5,0.494384765625,0,0.009385599987581372,1.4143007999518886,0.015129900071769953,1.43881630001124,1,2048,0.855128
64,0.5,0.494384765625,1,0.009199000080116093,1.4270634000422433,0.01742100005503744,1.4536834001773968,1,2048,
64,0.5,0.494384765625,2,0.012210499960929155,1.5452638999558985,0.014914599945768714,1.5723889998625964,1,2048,
64,0.5,0.494384765625,3,0.009238100028596818,1.4973484999500215,0.014869699953123927,1.5214562999317423,1,2048,
64,0.5,0.494384765625,4,0.009370699990540743,1.3964028999907896,0.015218300046399236,1.4209919000277296,1,2048,
64,0.75,0.738525390625,0,0.010040300083346665,1.511292599956505,0.016196400043554604,1.5375293000834063,1,4096,0.85613
64,0.75,0.738525390625,1,0.010084900073707104,1.5333658000454307,0.015231700032018125,1.558682400151156,1,4096,
64,0.75,0.738525390625,2,0.009831800009123981,1.5302986999740824,0.015128400060348213,1.5552589000435546,1,4096,
64,0.75,0.738525390625,3,0.010455799987539649,1.511503600049764,0.015360600082203746,1.5373200001195073,1,4096,
64,0.75,0.738525390625,4,0.009505299967713654,1.4890990999992937,0.01521610002964735,1.5138204999966547,1,4096,
64,0.9,0.908447265625,0,0.010847200057469308,1.4911059000296518,0.015155900036916137,1.5171090001240373,1,4096,0.855816
64,0.9,0.908447265625,1,0.010121200000867248,1.5030038999393582,0.015290000010281801,1.5284150999505073,1,4096,
64,0.9,0.908447265625,2,0.009749799966812134,1.4964779999572784,0.015250900061801076,1.5214786999858916,1,4096,
64,0.9,0.908447265625,3,0.009762600064277649,1.4953746000537649,0.015274700010195374,1.520411900128238,1,4096,
64,0.9,0.908447265625,4,0.009461099980399013,1.4965821999358013,0.014975500060245395,1.5210187999764457,1,4096,
64,1.0,1.0,0,0.010478299926035106,1.4994831000221893,0.01497739995829761,1.524938799906522,1,4096,0.856207
64,1.0,1.0,1,0.009403100004419684,1.4812767999246716,0.015252600074745715,1.505932500003837,1,4096,
64,1.0,1.0,2,0.009651899919845164,1.473502999986522,0.015144599950872362,1.4982994998572394,1,4096,
64,1.0,1.0,3,0.009940199903212488,1.4656291999854147,0.015206799958832562,1.4907761998474598,1,4096,
64,1.0,1.0,4,0.00945430004503578,1.4788791999453679,0.015164699987508357,1.503498199977912,1,4096,
128,0.01,0.01031494140625,0,0.00926910003181547,1.123727000085637,0.015110400039702654,1.148106500157155,1,256,0.856089
128,0.01,0.01031494140625,1,0.00928530003875494,1.1033084000227973,0.014794899965636432,1.1273886000271887,1,256,
128,0.01,0.01031494140625,2,0.008921599946916103,1.127477900008671,0.014995899982750416,1.1513953999383375,1,256,
128,0.01,0.01031494140625,3,0.009281400009058416,1.1114148000488058,0.0148619000101462,1.1355581000680104,1,256,
128,0.01,0.01031494140625,4,0.008994100033305585,1.1010347000556067,0.014914399944245815,1.124943200033158,1,256,
128,0.05,0.05133056640625,0,0.00982279994059354,1.2929525000508875,0.01492109999526292,1.317696399986744,1,1024,0.855994
128,0.05,0.05133056640625,1,0.009358099894598126,1.293153200065717,0.01497889996971935,1.3174901999300346,1,1024,
128,0.05,0.05133056640625,2,0.008969400078058243,1.3031908998964354,0.015265800058841705,1.3274261000333354,1,1024,
128,0.05,0.05133056640625,3,0.009252100018784404,1.2883509000530466,0.014913099934346974,1.312516100006178,1,1024,
128,0.05,0.05133056640625,4,0.009135400061495602,1.2782847000053152,0.018491000053472817,1.3059111001202837,1,1024,
128,0.1,0.09765625,0,0.009432099992409348,1.378786199958995,0.014942400041036308,1.4031606999924406,1,2048,0.854424
128,0.1,0.09765625,1,0.009414900094270706,1.3800087000709027,0.014906199998222291,1.4043298001633957,1,2048,
128,0.1,0.09765625,2,0.009434200008399785,1.3746698999311775,0.015352800022810698,1.399456899962388,1,2048,
128,0.1,0.09765625,3,0.009461999987252057,1.3995565000222996,0.015462499926798046,1.4244809999363497,1,2048,
128,0.1,0.09765625,4,0.009542800020426512,1.3963844999670982,0.014992699958384037,1.4209199999459088,1,2048,
