veri,aile,yontem,model,temsil,sifreli_deger,ciphertext,tekrar,istemci_on_isleme_s,sifreleme_s,sunucu_s,cozme_s,toplam_s,toplam_std,uctan_uca_s,yukleme_MB,indirme_MB,hiz_kazanci_tam,hiz_kazanci_gizlilik_sartli_piroi
beyin MR (Cheng),D,tam şifreleme,D,128 px,16384,2,1,0.005221400060690939,0.029409299953840673,3.507212199969217,0.005443300004117191,3.542064799927175,,3.547286199987866,1.709947,,1.0,1.0
beyin MR (Cheng),C,tam şifreleme,C,128 px,16384,2,1,0.005221400060690939,0.03197239991277456,0.8633625999791548,0.0028225999558344483,0.8981575998477638,,0.9033789999084547,1.711593,0.786873,1.0,
beyin MR (Cheng),D,FoveaHE-D,D,F64_G32,5123,1,1,0.012809849926270545,0.015996700036339462,1.9208302999613807,0.005900299991481006,1.9427272999892011,,1.9555371499154717,0.855875,1.379118,1.8232434371755954,1.8232434371755954
beyin MR (Cheng),D,FoveaHE-D (PiROI.run),D,F64_G32,5123,1,1,0.012809849926270545,0.015291199903003871,1.8471074999542907,0.00565679999999702,1.8680554998572916,,1.8808653497835621,0.855247,,1.8961239643028636,1.8961239643028636
beyin MR (Cheng),C,FoveaHE-C,C,F64_G32,5120,2,1,0.011727250006515533,0.029838799964636564,0.6882874999428168,0.002895300043746829,0.7210215999512002,,0.7327488499577157,1.710512,0.786873,1.2456736384992522,
