veri,model,temsil,temsil_turu,sifreli_deger,tohum,auc,ci95_alt,ci95_ust,n,epoch_ort,wd_secilen,aktarim_hatasi,en_buyuk_nokta_carpim,sure_s
beyin MR (Cheng),D,U512,tam_orijinal,262144,0,0.8728730456253948,0.8470468301624131,0.8946565341336534,3064,60.0,1/1/1/1/1,2.1392327074210016e-05,186.90057092212786,1783.612015300081
