veri,satir,etiket,kat,olcum,sifreleme_s,fovea_ciphertext,fovea_slot,fovea_yukleme_bayt,piroi_ciphertext,piroi_yukleme_MB,piroi_roi_piksel,fovea_sunucu_s,fovea_indirme_bayt
beyin MR (Cheng),0,0,1,paket,0.009911299915984273,1,8192,855556,1,0.855734,4569,,
beyin MR (Cheng),1,0,1,paket,0.010900599998421967,1,8192,856239,2,1.711468,8630,,
beyin MR (Cheng),2,0,1,paket,0.010093300021253526,1,8192,855271,2,1.711468,10511,,
beyin MR (Cheng),3,0,1,paket,0.010078999912366271,1,8192,856239,2,1.711468,8897,,
beyin MR (Cheng),4,0,1,paket,0.009952899999916553,1,8192,856140,2,1.711468,11250,,
beyin MR (Cheng),5,0,2,paket,0.010355499922297895,1,8192,855333,1,0.855734,2179,,
beyin MR (Cheng),6,0,2,paket,0.011314800009131432,1,8192,854818,1,0.855734,2360,,
beyin MR (Cheng),7,0,2,paket,0.010792100103572011,1,8192,855979,1,0.855734,2245,,
beyin MR (Cheng),8,0,2,paket,0.009921199991367757,1,8192,855336,1,0.855734,3353,,
beyin MR (Cheng),9,0,2,paket,0.010007399949245155,1,8192,855368,1,0.855734,3707,,
beyin MR (Cheng),10,0,2,paket,0.010101799969561398,1,8192,855948,1,0.855734,6121,,
beyin MR (Cheng),11,0,2,paket,0.010237599955871701,1,8192,856118,1,0.855734,7618,,
beyin MR (Cheng),12,0,2,paket,0.01038320001680404,1,8192,855852,1,0.855734,8000,,
beyin MR (Cheng),13,0,2,paket,0.010091900010593235,1,8192,856044,1,0.855734,6729,,
beyin MR (Cheng),14,0,2,paket,0.010632800054736435,1,8192,855285,1,0.855734,4046,,
beyin MR (Cheng),15,0,2,paket,0.009991300059482455,1,8192,856070,1,0.855734,684,,
beyin MR (Cheng),16,0,2,paket,0.009974899934604764,1,8192,855211,1,0.855734,2547,,
beyin MR (Cheng),17,0,2,paket,0.010992900002747774,1,8192,855689,1,0.855734,1937,,
beyin MR (Cheng),18,0,2,paket,0.010122500010766089,1,8192,856061,1,0.855734,1031,,
beyin MR (Cheng),19,0,0,paket,0.010149899986572564,1,8192,855575,1,0.855734,4709,,
beyin MR (Cheng),20,0,0,paket,0.01013419998344034,1,8192,855848,1,0.855734,5802,,
beyin MR (Cheng),21,0,0,paket,0.010933400015346706,1,8192,856025,1,0.855734,6350,,
beyin MR (Cheng),22,0,0,paket,0.010125800035893917,1,8192,855082,1,0.855734,5277,,
beyin MR (Cheng),23,0,0,paket,0.010246500023640692,1,8192,856056,1,0.855734,3028,,
beyin MR (Cheng),24,0,0,paket,0.010033799917437136,1,8192,855295,1,0.855734,3400,,
beyin MR (Cheng),25,0,3,paket,0.012419299921020865,1,8192,854547,1,0.855734,725,,
beyin MR (Cheng),26,0,3,paket,0.011751099955290556,1,8192,856084,1,0.855734,1401,,
beyin MR (Cheng),27,0,4,paket,0.01068260008469224,1,8192,855586,1,0.855734,2117,,
beyin MR (Cheng),28,0,4,paket,0.010172200039960444,1,8192,855224,1,0.855734,3531,,
beyin MR (Cheng),29,0,4,paket,0.010547099984250963,1,8192,855224,1,0.855734,4352,,
beyin MR (Cheng),30,0,4,paket,0.009868299937807024,1,8192,855300,1,0.855734,4454,,
beyin MR (Cheng),31,0,0,paket,0.010024500079452991,1,8192,855708,1,0.855734,2885,,
beyin MR (Cheng),32,0,0,paket,0.009865200030617416,1,8192,856150,1,0.855734,2174,,
beyin MR (Cheng),33,0,0,paket,0.010448699933476746,1,8192,856103,1,0.855734,379,,
beyin MR (Cheng),34,0,0,paket,0.009968900005333126,1,8192,856131,1,0.855734,459,,
beyin MR (Cheng),35,0,2,paket,0.01045300008263439,1,8192,856134,1,0.855734,2010,,
beyin MR (Cheng),36,0,2,paket,0.010382300009950995,1,8192,855330,1,0.855734,2599,,
beyin MR (Cheng),37,0,2,paket,0.01018760004080832,1,8192,855105,1,0.855734,3211,,
beyin MR (Cheng),38,0,2,paket,0.010077200015075505,1,8192,855750,1,0.855734,3374,,
beyin MR (Cheng),39,0,2,paket,0.010350900003686547,1,8192,856140,1,0.855734,2916,,
beyin MR (Cheng),40,0,2,paket,0.010169600020162761,1,8192,856083,1,0.855734,2422,,
beyin MR (Cheng),41,0,1,paket,0.010593999992124736,1,8192,856325,1,0.855734,3950,,
beyin MR (Cheng),42,0,1,paket,0.010491500026546419,1,8192,855228,1,0.855734,3746,,
beyin MR (Cheng),43,0,1,paket,0.010013899998739362,1,8192,856187,1,0.855734,2273,,
beyin MR (Cheng),44,0,3,paket,0.011353000067174435,1,8192,856094,1,0.855734,5169,,
beyin MR (Cheng),45,0,3,paket,0.010355700040236115,1,8192,856057,1,0.855734,6162,,
beyin MR (Cheng),46,0,3,paket,0.010268599959090352,1,8192,855053,1,0.855734,5159,,
beyin MR (Cheng),47,0,3,paket,0.010286999982781708,1,8192,855723,1,0.855734,3939,,
beyin MR (Cheng),48,0,3,paket,0.010171799920499325,1,8192,855316,1,0.855734,1852,,
beyin MR (Cheng),49,0,3,paket,0.009945000056177378,1,8192,855300,1,0.855734,4989,,
beyin MR (Cheng),50,0,3,paket,0.010205100057646632,1,8192,856203,1,0.855734,5822,,
beyin MR (Cheng),51,0,3,paket,0.01112969999667257,1,8192,855338,1,0.855734,5565,,
beyin MR (Cheng),52,0,3,paket,0.009920099982991815,1,8192,855163,1,0.855734,4077,,
beyin MR (Cheng),53,0,3,paket,0.010055399965494871,1,8192,856220,1,0.855734,2337,,
beyin MR (Cheng),54,0,3,paket,0.01028540008701384,1,8192,856224,1,0.855734,1294,,
beyin MR (Cheng),55,0,0,paket,0.01031200005672872,1,8192,856189,1,0.855734,1044,,
beyin MR (Cheng),56,0,0,paket,0.010130700073204935,1,8192,855073,1,0.855734,1063,,
beyin MR (Cheng),57,0,1,paket,0.010061200009658933,1,8192,856049,1,0.855734,892,,
beyin MR (Cheng),58,2,3,paket,0.01053410000167787,1,8192,854986,1,0.855734,2916,,
beyin MR (Cheng),59,0,3,paket,0.010700899991206825,1,8192,856194,1,0.855734,3847,,
beyin MR (Cheng),60,0,3,paket,0.011813499964773655,1,8192,854964,1,0.855734,4730,,
beyin MR (Cheng),61,0,3,paket,0.010009300080128014,1,8192,855058,1,0.855734,4454,,
beyin MR (Cheng),62,0,3,paket,0.010119599988684058,1,8192,855467,1,0.855734,5584,,
beyin MR (Cheng),63,0,3,paket,0.010378399980254471,1,8192,856205,1,0.855734,5841,,
beyin MR (Cheng),64,0,3,paket,0.010021900059655309,1,8192,855224,1,0.855734,5688,,
beyin MR (Cheng),65,0,3,paket,0.010678299935534596,1,8192,855396,1,0.855734,3852,,
beyin MR (Cheng),66,0,2,paket,0.010061100008897483,1,8192,855506,1,0.855734,2326,,
beyin MR (Cheng),67,0,2,paket,0.011466700001619756,1,8192,856166,1,0.855734,3740,,
beyin MR (Cheng),68,0,2,paket,0.009963999968022108,1,8192,855127,1,0.855734,2644,,
beyin MR (Cheng),69,0,2,paket,0.01036229997407645,1,8192,855939,1,0.855734,1404,,
beyin MR (Cheng),70,0,3,paket,0.011278399964794517,1,8192,855338,1,0.855734,801,,
beyin MR (Cheng),71,0,3,paket,0.01113999995868653,1,8192,855761,1,0.855734,812,,
beyin MR (Cheng),72,0,1,paket,0.01007940003182739,1,8192,855547,1,0.855734,7521,,
beyin MR (Cheng),73,0,1,paket,0.010033300030045211,1,8192,855213,2,1.711468,10609,,
beyin MR (Cheng),74,0,1,paket,0.010113800060935318,1,8192,855854,2,1.711468,11470,,
beyin MR (Cheng),75,0,1,paket,0.009985000011511147,1,8192,856158,2,1.711468,10447,,
beyin MR (Cheng),76,0,1,paket,0.010346899973228574,1,8192,855946,2,1.711468,8344,,
beyin MR (Cheng),77,0,1,paket,0.011040700017474592,1,8192,856090,1,0.855734,7024,,
beyin MR (Cheng),78,0,1,paket,0.010087199974805117,1,8192,855576,1,0.855734,2352,,
beyin MR (Cheng),79,0,0,paket,0.010860299924388528,1,8192,855248,2,1.711468,11514,,
beyin MR (Cheng),80,0,0,paket,0.009917599963955581,1,8192,856296,2,1.711468,11790,,
beyin MR (Cheng),81,0,0,paket,0.010702200001105666,1,8192,855908,2,1.711468,13463,,
beyin MR (Cheng),82,0,0,paket,0.011162300012074411,1,8192,855345,2,1.711468,13489,,
beyin MR (Cheng),83,0,0,paket,0.010721100028604269,1,8192,855163,2,1.711468,11986,,
beyin MR (Cheng),84,0,0,paket,0.010229900013655424,1,8192,855398,2,1.711468,9021,,
beyin MR (Cheng),85,0,0,paket,0.010035400046035647,1,8192,855604,1,0.855734,5454,,
beyin MR (Cheng),86,0,4,paket,0.01060260005760938,1,8192,855399,1,0.855734,4837,,
beyin MR (Cheng),87,0,4,paket,0.010755099938251078,1,8192,856067,1,0.855734,6457,,
beyin MR (Cheng),88,0,4,paket,0.010483500082045794,1,8192,855236,1,0.855734,6670,,
beyin MR (Cheng),89,0,4,paket,0.010178700089454651,1,8192,855256,1,0.855734,4858,,
beyin MR (Cheng),90,0,4,paket,0.011639000033028424,1,8192,855176,1,0.855734,714,,
beyin MR (Cheng),91,0,4,paket,0.009996599983423948,1,8192,856022,1,0.855734,550,,
beyin MR (Cheng),92,0,1,paket,0.010013599996455014,1,8192,855766,1,0.855734,2541,,
beyin MR (Cheng),93,0,1,paket,0.010004700045101345,1,8192,856025,1,0.855734,3073,,
beyin MR (Cheng),94,0,1,paket,0.010192400077357888,1,8192,855315,1,0.855734,1182,,
beyin MR (Cheng),95,0,1,paket,0.00996659998781979,1,8192,855693,1,0.855734,1735,,
beyin MR (Cheng),96,0,1,paket,0.010179399978369474,1,8192,856115,1,0.855734,2419,,
beyin MR (Cheng),97,0,1,paket,0.010005800053477287,1,8192,856010,1,0.855734,1955,,
beyin MR (Cheng),98,0,0,paket,0.010086199967190623,1,8192,855390,1,0.855734,2400,,
beyin MR (Cheng),99,0,0,paket,0.009882200043648481,1,8192,855620,1,0.855734,2443,,
beyin MR (Cheng),100,0,0,paket,0.010144400061108172,1,8192,856103,1,0.855734,3274,,
beyin MR (Cheng),101,0,0,paket,0.009961400064639747,1,8192,855975,1,0.855734,4753,,
beyin MR (Cheng),102,0,0,paket,0.01347809995058924,1,8192,855305,1,0.855734,2925,,
beyin MR (Cheng),103,0,4,paket,0.009917399962432683,1,8192,855318,1,0.855734,3506,,
beyin MR (Cheng),104,0,4,paket,0.009866900043562055,1,8192,855212,1,0.855734,5109,,
beyin MR (Cheng),105,0,4,paket,0.010314099956303835,1,8192,856123,1,0.855734,7204,,
beyin MR (Cheng),106,0,4,paket,0.01066030003130436,1,8192,855085,2,1.711468,8221,,
beyin MR (Cheng),107,0,4,paket,0.010485599981620908,1,8192,856096,2,1.711468,8352,,
beyin MR (Cheng),108,0,4,paket,0.0101326999720186,1,8192,855325,1,0.855734,6239,,
beyin MR (Cheng),109,0,4,paket,0.01079359999857843,1,8192,855933,1,0.855734,3057,,
beyin MR (Cheng),110,0,1,paket,0.010114599950611591,1,8192,855826,1,0.855734,599,,
beyin MR (Cheng),111,0,1,paket,0.010267899953760207,1,8192,855329,1,0.855734,3364,,
beyin MR (Cheng),112,0,2,paket,0.010304199997335672,1,8192,855273,1,0.855734,1561,,
beyin MR (Cheng),113,0,2,paket,0.009854699950665236,1,8192,855999,1,0.855734,1726,,
beyin MR (Cheng),114,0,3,paket,0.010298799956217408,1,8192,855403,1,0.855734,3661,,
beyin MR (Cheng),115,0,3,paket,0.01048689999151975,1,8192,855972,1,0.855734,4514,,
beyin MR (Cheng),116,0,3,paket,0.01019629999063909,1,8192,856049,2,1.711468,10381,,
beyin MR (Cheng),117,0,3,paket,0.01043370005208999,1,8192,855356,1,0.855734,3308,,
beyin MR (Cheng),118,0,3,paket,0.010346899973228574,1,8192,855543,1,0.855734,491,,
beyin MR (Cheng),119,0,1,paket,0.010080800042487681,1,8192,856062,1,0.855734,5004,,
beyin MR (Cheng),120,0,1,paket,0.010785700054839253,1,8192,855995,1,0.855734,5424,,
beyin MR (Cheng),121,0,1,paket,0.01063510007224977,1,8192,855659,1,0.855734,5034,,
beyin MR (Cheng),122,0,1,paket,0.013985599973239005,1,8192,855680,1,0.855734,3223,,
beyin MR (Cheng),123,0,2,paket,0.010151099995709956,1,8192,855410,1,0.855734,4341,,
beyin MR (Cheng),124,0,1,paket,0.011792099918238819,1,8192,855249,1,0.855734,2557,,
beyin MR (Cheng),125,0,1,paket,0.010987299960106611,1,8192,856190,1,0.855734,2251,,
beyin MR (Cheng),126,0,1,paket,0.01016830001026392,1,8192,855950,1,0.855734,1827,,
beyin MR (Cheng),127,0,2,paket,0.010196999995969236,1,8192,855691,1,0.855734,6392,,
beyin MR (Cheng),128,0,2,paket,0.010047400020994246,1,8192,855635,1,0.855734,7420,,
beyin MR (Cheng),129,0,2,paket,0.009879600023850799,1,8192,855498,1,0.855734,7591,,
beyin MR (Cheng),130,0,2,paket,0.01003779994789511,1,8192,855963,1,0.855734,4760,,
beyin MR (Cheng),131,0,0,paket,0.010049300035461783,1,8192,856118,1,0.855734,4531,,
beyin MR (Cheng),132,0,0,paket,0.010068399948067963,1,8192,856144,1,0.855734,5672,,
beyin MR (Cheng),133,0,0,paket,0.010062800021842122,1,8192,856180,1,0.855734,5992,,
beyin MR (Cheng),134,0,0,paket,0.010019000037573278,1,8192,856223,1,0.855734,4751,,
beyin MR (Cheng),135,0,0,paket,0.010972899966873229,1,8192,856102,1,0.855734,5260,,
beyin MR (Cheng),136,0,0,paket,0.011072800029069185,1,8192,855550,1,0.855734,4570,,
beyin MR (Cheng),137,0,0,paket,0.010008600074797869,1,8192,856233,1,0.855734,3122,,
beyin MR (Cheng),138,0,4,paket,0.01109869999345392,1,8192,855461,1,0.855734,2290,,
beyin MR (Cheng),139,0,4,paket,0.009901299956254661,1,8192,855668,1,0.855734,2801,,
beyin MR (Cheng),140,0,4,paket,0.00989989994559437,1,8192,855846,1,0.855734,2355,,
beyin MR (Cheng),141,0,2,paket,0.009925000020302832,1,8192,855610,1,0.855734,1584,,
beyin MR (Cheng),142,0,2,paket,0.01034589996561408,1,8192,855854,1,0.855734,1782,,
beyin MR (Cheng),143,0,3,paket,0.010699699982069433,1,8192,856165,1,0.855734,3147,,
beyin MR (Cheng),144,0,3,paket,0.010201400029473007,1,8192,855170,2,1.711468,10996,,
beyin MR (Cheng),145,0,3,paket,0.010108500020578504,1,8192,855910,2,1.711468,14258,,
beyin MR (Cheng),146,0,3,paket,0.010001500020734966,1,8192,856235,2,1.711468,14858,,
beyin MR (Cheng),147,0,3,paket,0.01009859994519502,1,8192,855186,2,1.711468,13781,,
beyin MR (Cheng),148,0,3,paket,0.009899300057440996,1,8192,855383,2,1.711468,10655,,
beyin MR (Cheng),149,0,3,paket,0.009954199893400073,1,8192,855418,1,0.855734,7829,,
beyin MR (Cheng),150,0,3,paket,0.009970600018277764,1,8192,856074,1,0.855734,2801,,
beyin MR (Cheng),151,0,3,paket,0.01024830003734678,1,8192,855275,1,0.855734,3616,,
beyin MR (Cheng),152,0,3,paket,0.01198629999998957,1,8192,855222,1,0.855734,3025,,
beyin MR (Cheng),153,0,0,paket,0.010093000018969178,1,8192,856024,2,1.711468,8957,,
beyin MR (Cheng),154,0,0,paket,0.011593100032769144,1,8192,855350,2,1.711468,12310,,
beyin MR (Cheng),155,0,0,paket,0.017119299969635904,1,8192,855173,2,1.711468,12665,,
beyin MR (Cheng),156,0,0,paket,0.010589299956336617,1,8192,855687,2,1.711468,11946,,
beyin MR (Cheng),157,0,0,paket,0.011031500063836575,1,8192,855420,2,1.711468,9763,,
beyin MR (Cheng),158,0,0,paket,0.010211899993009865,1,8192,856096,1,0.855734,6370,,
beyin MR (Cheng),159,0,4,paket,0.011428900063037872,1,8192,854571,1,0.855734,2518,,
beyin MR (Cheng),160,0,4,paket,0.011404699995182455,1,8192,855742,1,0.855734,3208,,
beyin MR (Cheng),161,0,4,paket,0.010118299978785217,1,8192,855975,1,0.855734,2689,,
beyin MR (Cheng),162,0,2,paket,0.0100780000211671,1,8192,855374,1,0.855734,593,,
beyin MR (Cheng),163,0,1,paket,0.010492699919268489,1,8192,856207,1,0.855734,2952,,
beyin MR (Cheng),164,0,1,paket,0.010420699953101575,1,8192,855843,1,0.855734,4109,,
beyin MR (Cheng),165,0,1,paket,0.012396399979479611,1,8192,855487,1,0.855734,6485,,
beyin MR (Cheng),166,0,1,paket,0.010981900035403669,1,8192,856041,1,0.855734,5178,,
beyin MR (Cheng),167,0,1,paket,0.010475700022652745,1,8192,855319,1,0.855734,3438,,
beyin MR (Cheng),168,0,2,paket,0.01075319992378354,1,8192,855520,1,0.855734,6109,,
beyin MR (Cheng),169,0,2,paket,0.010311399935744703,1,8192,856009,2,1.711468,9220,,
beyin MR (Cheng),170,0,2,paket,0.010004700045101345,1,8192,855030,2,1.711468,10758,,
beyin MR (Cheng),171,0,2,paket,0.00999639998190105,1,8192,855564,2,1.711468,9903,,
beyin MR (Cheng),172,0,2,paket,0.010130199952982366,1,8192,855763,1,0.855734,7649,,
beyin MR (Cheng),173,0,2,paket,0.010006099939346313,1,8192,855820,1,0.855734,5037,,
beyin MR (Cheng),174,0,4,paket,0.010088799986988306,1,8192,854444,1,0.855734,1666,,
beyin MR (Cheng),175,0,4,paket,0.009917900082655251,1,8192,855728,1,0.855734,4052,,
beyin MR (Cheng),176,0,4,paket,0.010004900046624243,1,8192,855393,1,0.855734,4983,,
beyin MR (Cheng),177,0,4,paket,0.010875900043174624,1,8192,856000,1,0.855734,4271,,
beyin MR (Cheng),178,0,4,paket,0.01092710008379072,1,8192,855358,1,0.855734,2376,,
beyin MR (Cheng),179,0,3,paket,0.010237499955110252,1,8192,856088,1,0.855734,3787,,
beyin MR (Cheng),180,0,3,paket,0.010142800048924983,1,8192,856091,1,0.855734,4740,,
beyin MR (Cheng),181,0,3,paket,0.009828699985519052,1,8192,854494,1,0.855734,4694,,
beyin MR (Cheng),182,0,3,paket,0.010445100022479892,1,8192,855185,1,0.855734,2997,,
beyin MR (Cheng),183,0,1,paket,0.009951699990779161,1,8192,856070,1,0.855734,1663,,
beyin MR (Cheng),184,0,1,paket,0.010082100052386522,1,8192,855162,1,0.855734,2040,,
beyin MR (Cheng),185,0,1,paket,0.010364399990066886,1,8192,855638,1,0.855734,498,,
beyin MR (Cheng),186,0,4,paket,0.01063329994212836,1,8192,855384,1,0.855734,2158,,
beyin MR (Cheng),187,0,4,paket,0.011504099937155843,1,8192,855288,1,0.855734,4047,,
beyin MR (Cheng),188,0,4,paket,0.010902100009843707,1,8192,855526,1,0.855734,4877,,
beyin MR (Cheng),189,0,4,paket,0.01024069997947663,1,8192,855396,1,0.855734,5355,,
beyin MR (Cheng),190,0,4,paket,0.010438500088639557,1,8192,856178,1,0.855734,4746,,
beyin MR (Cheng),191,0,4,paket,0.009952699998393655,1,8192,855324,1,0.855734,4319,,
beyin MR (Cheng),192,0,4,paket,0.010001300019212067,1,8192,856189,1,0.855734,7911,,
beyin MR (Cheng),193,0,4,paket,0.01045709999743849,1,8192,855871,2,1.711468,11761,,
beyin MR (Cheng),194,0,4,paket,0.010240399977192283,1,8192,856146,2,1.711468,13811,,
beyin MR (Cheng),195,0,4,paket,0.009786900016479194,1,8192,856114,2,1.711468,13093,,
beyin MR (Cheng),196,0,4,paket,0.010494100046344101,1,8192,856021,2,1.711468,9911,,
beyin MR (Cheng),197,0,4,paket,0.01010289997793734,1,8192,855124,1,0.855734,2398,,
beyin MR (Cheng),198,0,4,paket,0.010171899921260774,1,8192,855243,1,0.855734,2149,,
beyin MR (Cheng),199,0,0,paket,0.011001500068232417,1,8192,854404,1,0.855734,1680,,
beyin MR (Cheng),200,0,0,paket,0.011653100023977458,1,8192,855444,1,0.855734,2832,,
beyin MR (Cheng),201,0,0,paket,0.01042900001630187,1,8192,855305,1,0.855734,2672,,
beyin MR (Cheng),202,0,1,paket,0.010289199999533594,1,8192,856086,1,0.855734,401,,
beyin MR (Cheng),203,0,2,paket,0.011631599976681173,1,8192,855178,1,0.855734,6339,,
beyin MR (Cheng),204,0,2,paket,0.010019900044426322,1,8192,855984,2,1.711468,8925,,
beyin MR (Cheng),205,0,2,paket,0.010262600029818714,1,8192,855283,2,1.711468,8778,,
beyin MR (Cheng),206,0,2,paket,0.010071499971672893,1,8192,856154,2,1.711468,8198,,
beyin MR (Cheng),207,0,2,paket,0.009901099954731762,1,8192,855478,1,0.855734,6127,,
beyin MR (Cheng),208,1,4,paket,0.010260700015351176,1,8192,855377,2,1.711468,16240,,
beyin MR (Cheng),209,1,4,paket,0.010275700013153255,1,8192,855143,3,2.567202,16556,,
beyin MR (Cheng),210,0,1,paket,0.010438899975270033,1,8192,856326,1,0.855734,4638,,
beyin MR (Cheng),211,0,1,paket,0.012202400015667081,1,8192,855558,1,0.855734,7623,,
beyin MR (Cheng),212,0,1,paket,0.012689499999396503,1,8192,854729,2,1.711468,8655,,
beyin MR (Cheng),213,0,1,paket,0.010205300059169531,1,8192,856185,2,1.711468,9402,,
beyin MR (Cheng),214,0,1,paket,0.009985000011511147,1,8192,855339,2,1.711468,8268,,
beyin MR (Cheng),215,0,1,paket,0.010253900079987943,1,8192,855849,1,0.855734,4476,,
beyin MR (Cheng),216,0,1,paket,0.009919699979946017,1,8192,856102,1,0.855734,3115,,
beyin MR (Cheng),217,0,2,paket,0.010829399921931326,1,8192,856101,1,0.855734,1856,,
beyin MR (Cheng),218,0,2,paket,0.010165399988181889,1,8192,855731,1,0.855734,1772,,
beyin MR (Cheng),219,0,2,paket,0.009967099991627038,1,8192,856157,1,0.855734,2502,,
beyin MR (Cheng),220,0,2,paket,0.010360999964177608,1,8192,856055,1,0.855734,4293,,
beyin MR (Cheng),221,0,2,paket,0.011830799980089068,1,8192,855320,1,0.855734,6457,,
beyin MR (Cheng),222,0,2,paket,0.010218000039458275,1,8192,855309,1,0.855734,7402,,
beyin MR (Cheng),223,0,2,paket,0.010190499946475029,1,8192,856096,1,0.855734,7748,,
beyin MR (Cheng),224,0,2,paket,0.00993430009111762,1,8192,855337,1,0.855734,6593,,
beyin MR (Cheng),225,0,2,paket,0.009979699971154332,1,8192,856193,1,0.855734,4289,,
beyin MR (Cheng),226,0,2,paket,0.011019199970178306,1,8192,855395,1,0.855734,1047,,
beyin MR (Cheng),227,0,2,paket,0.01020250003784895,1,8192,855548,1,0.855734,2148,,
beyin MR (Cheng),228,0,2,paket,0.010693200048990548,1,8192,855271,1,0.855734,2625,,
beyin MR (Cheng),229,0,2,paket,0.010020699934102595,1,8192,856064,1,0.855734,1500,,
beyin MR (Cheng),230,0,0,paket,0.010163200087845325,1,8192,855567,1,0.855734,3982,,
beyin MR (Cheng),231,0,0,paket,0.01065870001912117,1,8192,855275,1,0.855734,5182,,
beyin MR (Cheng),232,0,0,paket,0.014909200021065772,1,8192,855520,1,0.855734,6224,,
beyin MR (Cheng),233,0,0,paket,0.010424799984320998,1,8192,855895,1,0.855734,6202,,
beyin MR (Cheng),234,0,0,paket,0.011058099917136133,1,8192,855477,1,0.855734,5140,,
beyin MR (Cheng),235,0,0,paket,0.010560099966824055,1,8192,855289,1,0.855734,3031,,
beyin MR (Cheng),236,0,0,paket,0.011684900033287704,1,8192,856148,1,0.855734,2077,,
beyin MR (Cheng),237,0,0,paket,0.010464500053785741,1,8192,854451,1,0.855734,1794,,
beyin MR (Cheng),238,0,3,paket,0.01006139989476651,1,8192,855239,1,0.855734,866,,
beyin MR (Cheng),239,0,3,paket,0.010243099997751415,1,8192,856126,1,0.855734,1019,,
beyin MR (Cheng),240,0,3,paket,0.01011670008301735,1,8192,855293,1,0.855734,1160,,
beyin MR (Cheng),241,0,4,paket,0.0106736000161618,1,8192,855286,1,0.855734,4239,,
beyin MR (Cheng),242,0,4,paket,0.010245000012218952,1,8192,855352,1,0.855734,4021,,
beyin MR (Cheng),243,0,4,paket,0.009835100034251809,1,8192,855860,1,0.855734,2717,,
beyin MR (Cheng),244,0,4,paket,0.01013140007853508,1,8192,855210,1,0.855734,1597,,
beyin MR (Cheng),245,0,0,paket,0.010294699924997985,1,8192,855896,1,0.855734,1292,,
beyin MR (Cheng),246,0,0,paket,0.011898600030690432,1,8192,856121,1,0.855734,1545,,
beyin MR (Cheng),247,0,0,paket,0.011456400039605796,1,8192,855352,1,0.855734,2350,,
beyin MR (Cheng),248,0,0,paket,0.010644700028933585,1,8192,855266,1,0.855734,2742,,
beyin MR (Cheng),249,0,0,paket,0.010237599955871701,1,8192,855194,1,0.855734,2215,,
beyin MR (Cheng),250,0,0,paket,0.01050319999922067,1,8192,855879,1,0.855734,1048,,
beyin MR (Cheng),251,0,0,paket,0.010563299991190434,1,8192,855942,1,0.855734,596,,
beyin MR (Cheng),252,0,0,paket,0.009980599978007376,1,8192,855323,1,0.855734,552,,
beyin MR (Cheng),253,0,2,paket,0.010965999914333224,1,8192,855394,1,0.855734,1444,,
beyin MR (Cheng),254,0,2,paket,0.010205700062215328,1,8192,855631,1,0.855734,2679,,
beyin MR (Cheng),255,0,2,paket,0.011522400076501071,1,8192,855805,1,0.855734,3545,,
beyin MR (Cheng),256,0,2,paket,0.010128600057214499,1,8192,855153,1,0.855734,3583,,
beyin MR (Cheng),257,0,2,paket,0.010240700095891953,1,8192,856203,1,0.855734,3126,,
beyin MR (Cheng),258,0,2,paket,0.010816400055773556,1,8192,855221,1,0.855734,2528,,
beyin MR (Cheng),259,0,2,paket,0.0107164999935776,1,8192,855371,1,0.855734,1355,,
beyin MR (Cheng),260,0,1,paket,0.01022309996187687,1,8192,856173,1,0.855734,2092,,
beyin MR (Cheng),261,0,1,paket,0.009874999988824129,1,8192,855621,1,0.855734,3468,,
beyin MR (Cheng),262,0,1,paket,0.010201800032518804,1,8192,856149,1,0.855734,2253,,
beyin MR (Cheng),263,0,1,paket,0.010665700072422624,1,8192,855848,1,0.855734,4103,,
beyin MR (Cheng),264,0,1,paket,0.009955400018952787,1,8192,855746,1,0.855734,4213,,
beyin MR (Cheng),265,0,1,paket,0.010557700064964592,1,8192,856045,1,0.855734,2520,,
beyin MR (Cheng),266,0,1,paket,0.010234500048682094,1,8192,856170,1,0.855734,4025,,
beyin MR (Cheng),267,0,1,paket,0.0102259999839589,1,8192,855640,1,0.855734,2668,,
beyin MR (Cheng),268,0,3,paket,0.010885099996812642,1,8192,855285,1,0.855734,2086,,
beyin MR (Cheng),269,0,3,paket,0.010103199980221689,1,8192,855415,1,0.855734,4137,,
beyin MR (Cheng),270,0,3,paket,0.010077600018121302,1,8192,855454,1,0.855734,5191,,
beyin MR (Cheng),271,0,3,paket,0.010665299952961504,1,8192,855049,1,0.855734,5414,,
beyin MR (Cheng),272,0,3,paket,0.010873900027945638,1,8192,855238,1,0.855734,4026,,
beyin MR (Cheng),273,0,3,paket,0.010734700015746057,1,8192,856056,1,0.855734,2738,,
beyin MR (Cheng),274,0,3,paket,0.01001860003452748,1,8192,855967,1,0.855734,2977,,
beyin MR (Cheng),275,0,3,paket,0.012121799984015524,1,8192,855238,1,0.855734,5594,,
beyin MR (Cheng),276,0,3,paket,0.010056899976916611,1,8192,855352,1,0.855734,6242,,
beyin MR (Cheng),277,0,3,paket,0.010259200003929436,1,8192,856209,1,0.855734,5881,,
beyin MR (Cheng),278,0,3,paket,0.00999650009907782,1,8192,855954,1,0.855734,4291,,
beyin MR (Cheng),279,0,3,paket,0.010012099985033274,1,8192,855210,1,0.855734,3037,,
beyin MR (Cheng),280,0,0,paket,0.010169200017116964,1,8192,855227,1,0.855734,1489,,
beyin MR (Cheng),281,0,0,paket,0.01136240002233535,1,8192,855216,1,0.855734,1372,,
beyin MR (Cheng),282,0,1,paket,0.010179699980653822,1,8192,855382,1,0.855734,671,,
